SEQ_NBR,SEQ_SCHD_START_DT,FLEET,BASE,DIVISION,SPOILAGE,TOTAL_BLOCKED_HRS,TOTAL_SPOILED_HRS,SEQ_CAL_DAYS,SEQ_DUTY_DAYS,SEQ_TTL_FLTTIME,MIN_FLYTIME_PER_LEG,MAX_LEGS_PER_DAY,SEQ_TTL_LEGS,MORETHAN2_321_LEGS,IN_SEQ_DHD,LAYOVER,SEQ_PATTERN,SEQ_START,FLIGHT_PATTERN,SEQ_START_HRS,SF_LOAD_TMS
27489,2024-07-21,737,LGA   ,D ,FULLY SPOILED,10.11,10.12,2,2,10,89,2,4,0,0,16,EWR-DFW-ORF-CLT-EWR,Starts12:31,1700-772-1837-484,12,2025-11-06 21:57:37.430
22008,2025-05-13,737,ORD   ,I ,NOT SPOILED,,,2,2,11,108,3,5,0,0,19,ORD-DEN-ORD-PHL-CLT-ORD,Starts9:43,2606-2630-1848-1827-815,9,2025-11-06 21:57:37.430
25454,2024-09-23,737,BOS   ,D ,NOT SPOILED,15.75,,3,3,15,77,3,7,0,0,13,BOS-ORD-STL-DFW-MEM-DFW-MIA-BOS,Starts17:31,2447-2441-2289-3070-943-1275-863,17,2025-11-06 21:57:37.430
6893,2024-08-14,320,DFW   ,I ,NOT SPOILED,15.71,,3,3,15,66,3,8,0,0,15,DFW-IAD-DFW-TUL-DFW-FSD-DFW-SAT-DFW,Starts12:31,1390-1390-1446-2013-855-2872-2138-2138,12,2025-11-06 21:57:37.430
20787,2024-03-26,737,DFW   ,I ,NOT SPOILED,15.25,,3,3,15,155,2,5,0,0,17,DFW-DTW-DFW-CUN-ORD-DFW,Starts16:52,2508-1715-2650-1910-2281,16,2025-11-06 21:57:37.430
3636,2024-07-09,320,CLT   ,I ,NOT SPOILED,10.9,,2,2,10,81,3,6,0,0,15,CLT-JAX-CLT-PWM-CLT-PNS-CLT,Starts7:29,2585-2585-2282-400-124-124,7,2025-11-06 21:57:37.430
25945,2024-07-13,737,DCA   ,D ,NOT SPOILED,11.65,,2,2,11,73,3,5,0,0,19,DCA-MCO-MIA-LGA-ORD-DCA,Starts10:0,1372-1780-1680-527-1608,10,2025-11-06 21:57:37.430
122,2024-11-16,777,CLT   ,I ,NOT SPOILED,,,3,2,17,470,1,2,0,0,26,CLT-LHR-CLT,Starts18:10,730-735,18,2025-11-06 21:57:37.430
20450,2024-11-11,737,MIA   ,I ,NOT SPOILED,,,1,1,6,190,2,2,0,0,1,MIA-CUR-MIA,Starts12:5,2739-1800,12,2025-11-06 21:57:37.430
3730,2024-03-11,320,CLT   ,I ,NOT SPOILED,7.6,,1,1,7,218,2,2,0,0,0,CLT-SJU-CLT,Starts11:14,783-783,11,2025-11-06 21:57:37.430
19732,2024-04-03,737,DFW   ,I ,NOT SPOILED,7.48,,1,1,7,212,2,2,0,0,0,DFW-SJC-DFW,Starts9:15,2046-2046,9,2025-11-06 21:57:37.430
22613,2024-03-15,737,ORD   ,I ,NOT SPOILED,12.07,,2,2,12,142,2,4,0,0,18,ORD-MIA-SAL-DFW-ORD,Starts10:5,2167-2657-1024-2881,10,2025-11-06 21:57:37.430
18995,2024-09-06,737,DFW   ,I ,NOT SPOILED,11.66,,2,2,11,62,3,6,0,0,13,DFW-ABQ-DFW-AUS-DFW-GDL-DFW,Starts8:9,928-928-2580-612-1174-1174,8,2025-11-06 21:57:37.430
22010,2025-05-26,737,ORD   ,I ,NOT SPOILED,,,2,2,11,108,3,5,0,0,19,ORD-DEN-ORD-PHL-CLT-ORD,Starts9:43,2606-2630-1848-1827-815,9,2025-11-06 21:57:37.430
9218,2024-08-23,320,MIA   ,I ,FULLY SPOILED,11.27,11.27,2,2,11,65,3,6,0,0,13,MIA-CMW-MIA-NAS-MIA-PTY-MIA,Starts12:10,1319-1488-600-1212-959-2454,12,2025-11-06 21:57:37.430
18890,2025-06-04,737,DFW   ,I ,NOT SPOILED,,,3,3,16,136,2,6,0,0,19,DFW-LGA-MCO-DCA-MCO-DCA-DFW,Starts12:39,672-1873-1153-2139-1725-1158,12,2025-11-06 21:57:37.430
5439,2025-04-25,320,DCA   ,I ,NOT SPOILED,,,1,1,5,152,2,2,0,0,1,DCA-FLL-DCA,Starts14:19,2943-2943,14,2025-11-06 21:57:37.430
1214,2024-11-18,777,MIA   ,I ,FULLY SPOILED,,18.75,3,2,18,525,1,2,0,0,25,MIA-LHR-MIA,Starts19:55,38-39,19,2025-11-06 21:57:37.430
20204,2024-10-26,737,MIA   ,I ,NOT SPOILED,,,1,1,5,165,2,2,0,0,1,MIA-MGA-MIA,Starts10:32,2243-2592,10,2025-11-06 21:57:37.430
19823,2024-03-03,737,DFW   ,I ,NOT SPOILED,16.53,,3,3,16,70,3,6,0,0,20,DFW-PHL-ORD-AUS-DFW-FAT-DFW,Starts7:25,415-2095-1568-579-1828-1828,7,2025-11-06 21:57:37.430
1717,2024-11-18,787,PHL   ,I ,NOT SPOILED,,,3,2,16,440,1,2,0,0,27,PHL-BCN-PHL,Starts19:40,742-743,19,2025-11-06 21:57:37.430
20021,2024-05-05,737,DFW   ,I ,NOT SPOILED,11.01,,2,2,11,119,2,4,0,0,15,DFW-PHL-BNA-PHL-DFW,Starts7:8,856-868-2809-1971,7,2025-11-06 21:57:37.430
8755,2024-11-30,320,MIA   ,I ,NOT SPOILED,,,1,1,6,185,2,2,0,0,0,MIA-EWR-MIA,Starts8:49,1801-1801,8,2025-11-06 21:57:37.430
26089,2025-04-24,737,DCA   ,D ,NOT SPOILED,,,3,3,15,66,3,6,0,0,15,DCA-DFW-AUS-DFW-FAT-DFW-DCA,Starts7:55,1978-2884-1595-1770-1770-1623,7,2025-11-06 21:57:37.430
186,2025-04-28,777,DFW   ,I ,NOT SPOILED,,,3,2,24,700,1,2,0,0,26,DFW-NRT-DFW,Starts11:45,61-60,11,2025-11-06 21:57:37.430
5977,2024-06-02,320,DFW   ,I ,FULLY SPOILED,5.69,5.68,1,1,5,160,2,2,0,0,1,DFW-CUN-DFW,Starts10:9,2874-2219,10,2025-11-06 21:57:37.430
20309,2025-03-13,737,MIA   ,I ,NOT SPOILED,,,3,3,15,77,3,6,0,0,13,MIA-SDQ-MIA-JAX-DFW-YYZ-MIA,Starts8:57,2099-2099-1044-747-1111-2589,8,2025-11-06 21:57:37.430
25252,2024-06-02,737,BOS   ,D ,PARTIALLY SPOILED,11.01,8.58,2,2,11,99,3,5,0,0,16,BOS-CLT-ORD-OMA-CLT-BOS,Starts13:4,901-2960-1838-2595-1843,13,2025-11-06 21:57:37.430
21969,2025-06-25,737,ORD   ,I ,FULLY SPOILED,,7.67,1,1,7,220,2,2,0,0,1,ORD-CUN-ORD,Starts8:39,1503-1910,8,2025-11-06 21:57:37.430
323,2025-03-06,777,DFW   ,I ,NOT SPOILED,,,3,2,19,540,1,2,0,0,25,DFW-LHR-DFW,Starts16:20,50-79,16,2025-11-06 21:57:37.430
18541,2024-10-28,737,DFW   ,I ,NOT SPOILED,,,2,2,10,110,3,4,0,0,21,DFW-ATL-MIA-MBJ-DFW,Starts7:5,3082-944-2763-2922,7,2025-11-06 21:57:37.430
3631,2025-04-21,320,CLT   ,I ,NOT SPOILED,,,1,1,7,200,2,2,0,0,1,CLT-PUJ-CLT,Starts7:20,2681-2681,7,2025-11-06 21:57:37.430
9772,2025-04-03,320,PHL   ,I ,NOT SPOILED,,,1,1,7,215,2,2,0,0,1,PHL-PLS-PHL,Starts8:30,1738-1738,8,2025-11-06 21:57:37.430
18354,2025-04-22,737,CLT   ,I ,NOT SPOILED,,,2,2,10,89,3,5,0,0,12,CLT-MIA-BNA-CLT-NAS-CLT,Starts11:0,2183-323-3049-859-859,11,2025-11-06 21:57:37.430
3617,2024-09-08,320,CLT   ,I ,FULLY SPOILED,7.03,7.03,1,1,7,210,2,2,0,0,0,CLT-DEN-CLT,Starts7:30,1617-1617,7,2025-11-06 21:57:37.430
118,2025-04-11,777,CLT   ,I ,NOT SPOILED,,,3,2,19,550,1,2,0,0,25,CLT-FCO-CLT,Starts18:40,720-721,18,2025-11-06 21:57:37.430
6845,2024-11-13,320,DFW   ,I ,NOT SPOILED,,,1,1,6,184,2,2,0,0,1,DFW-LAX-DFW,Starts15:0,1676-2078,15,2025-11-06 21:57:37.430
20293,2024-08-25,737,MIA   ,I ,NOT SPOILED,12.64,,2,2,12,70,3,6,0,0,15,MIA-PAP-MIA-MCO-MIA-CTG-MIA,Starts7:0,819-819-948-2125-1145-1144,7,2025-11-06 21:57:37.430
21637,2024-04-16,737,MIA   ,I ,NOT SPOILED,16.44,,3,3,16,68,3,6,0,0,15,MIA-SJU-MIA-TPA-MIA-UIO-MIA,Starts8:30,2141-2141-2842-678-833-932,8,2025-11-06 21:57:37.430
3608,2024-07-21,320,CLT   ,I ,PARTIALLY SPOILED,10.53,8.38,2,2,10,61,3,6,0,0,17,CLT-RDU-CLT-TPA-CLT-NAS-CLT,Starts7:10,1906-1906-436-2538-859-859,7,2025-11-06 21:57:37.430
3651,2025-05-20,320,CLT   ,I ,NOT SPOILED,,,3,3,16,62,3,7,0,0,15,CLT-CUN-CLT-CHS-PHL-MCI-PHL-CLT,Starts7:39,881-2248-3065-2253-2949-946-2879,7,2025-11-06 21:57:37.430
723,2024-03-22,777,LAX   ,I ,NOT SPOILED,29.66,,4,2,29,845,1,2,0,0,25,LAX-SYD-LAX,Starts23:25,73-72,23,2025-11-06 21:57:37.430
7763,2025-07-28,320,LAX   ,I ,NOT SPOILED,,,2,2,11,336,1,2,0,0,24,LAX-LIH-LAX,Starts8:45,119-266,8,2025-11-06 21:57:37.430
9306,2025-05-28,320,MIA   ,I ,NOT SPOILED,,,3,3,15,68,3,8,0,0,15,MIA-CHS-MIA-MCO-DCA-SRQ-DCA-MCO-MIA,Starts8:9,2144-2144-1700-2745-1990-1990-592-2240,8,2025-11-06 21:57:37.430
9276,2024-06-22,320,MIA   ,I ,FULLY SPOILED,10.81,10.82,2,2,10,125,2,3,0,0,20,MIA-DEN-PHX-MIA,Starts8:28,2289-1404-1147,8,2025-11-06 21:57:37.430
19599,2024-03-12,737,DFW   ,I ,NOT SPOILED,7.48,,1,1,7,212,2,2,0,0,0,DFW-SJC-DFW,Starts9:15,2046-2046,9,2025-11-06 21:57:37.430
1081,2024-04-08,787,PHL   ,I ,FULLY SPOILED,6.85,6.85,1,1,6,190,2,2,0,0,2,PHL-DFW-PHL,Starts11:4,1945-1327,11,2025-11-06 21:57:37.430
6877,2025-07-15,320,DFW   ,I ,PARTIALLY SPOILED,,5.42,3,3,16,65,3,8,0,0,16,DFW-EYW-PHL-PIT-PHL-RSW-DFW-SAT-DFW,Starts12:24,1814-3147-2317-3248-2571-1475-499-499,12,2025-11-06 21:57:37.430
1116,2024-09-15,787,ORD   ,I ,FULLY SPOILED,16.29,16.28,3,2,16,460,1,2,0,0,24,ORD-LHR-ORD,Starts17:50,86-99,17,2025-11-06 21:57:37.430
10823,2025-07-07,320,PHX   ,I ,NOT SPOILED,,,1,1,5,154,2,2,0,0,0,PHX-PDX-PHX,Starts14:10,2660-2660,14,2025-11-06 21:57:37.430
18586,2024-11-27,737,DFW   ,I ,NOT SPOILED,,,2,2,10,143,2,4,0,0,19,DFW-ORD-DEN-ORD-DFW,Starts5:0,2812-1647-2771-1109,5,2025-11-06 21:57:37.430
338,2024-04-10,787,DFW   ,I ,NOT SPOILED,20.61,,3,2,20,566,1,2,0,0,24,DFW-BCN-DFW,Starts19:34,192-193,19,2025-11-06 21:57:37.430
6985,2025-04-14,320,DFW   ,I ,NOT SPOILED,,,3,3,16,71,3,8,0,0,17,DFW-ORD-DFW-ATL-MIA-TYS-DFW-IAH-DFW,Starts13:0,2988-2499-2749-1610-1323-2544-2438-2438,13,2025-11-06 21:57:37.430
246,2025-01-07,777,DFW   ,I ,PARTIALLY SPOILED,,10.58,3,2,19,540,1,2,0,0,25,DFW-LHR-DFW,Starts16:20,50-79,16,2025-11-06 21:57:37.430
5896,2024-10-05,320,DFW   ,I ,FULLY SPOILED,,5.88,1,1,5,168,2,2,0,0,1,DFW-SJD-DFW,Starts8:10,1304-1304,8,2025-11-06 21:57:37.430
481,2024-07-23,777,LAX   ,I ,PARTIALLY SPOILED,39.43,11.7,5,4,39,342,1,4,0,2,25,LAX-JFK-HND-JFK-LAX,Starts9:51,184-167-168-3,9,2025-11-06 21:57:37.430
5964,2025-05-16,320,DFW   ,I ,NOT SPOILED,,,1,1,5,168,2,2,0,0,0,DFW-LAS-DFW,Starts16:36,2864-3286,16,2025-11-06 21:57:37.430
21094,2024-09-17,737,MIA   ,I ,NOT SPOILED,15.56,,3,3,15,128,3,6,0,0,14,MIA-SJU-MIA-RDU-ORD-JFK-MIA,Starts8:30,2141-2141-1891-1460-332-1032,8,2025-11-06 21:57:37.430
9710,2024-07-03,320,PHL   ,I ,NOT SPOILED,5.28,,1,1,5,156,2,2,0,0,0,PHL-MCO-PHL,Starts15:51,1689-1783,15,2025-11-06 21:57:37.430
9427,2025-03-29,320,MIA   ,I ,PARTIALLY SPOILED,,2.78,3,3,16,79,3,7,0,0,17,MIA-DFW-BOI-DFW-MCO-MIA-JAX-MIA,Starts6:4,2962-1376-1107-2117-2894-3327-3327,6,2025-11-06 21:57:37.430
16434,2024-03-28,320,DFW   ,D ,NOT SPOILED,6.27,,1,1,6,178,2,2,0,0,1,DFW-SAN-DFW,Starts7:21,2362-2015,7,2025-11-06 21:57:37.430
4861,2024-10-21,320,CLT   ,I ,NOT SPOILED,,,1,1,5,157,2,2,0,0,0,CLT-AUS-CLT,Starts13:11,2471-2471,13,2025-11-06 21:57:37.430
324,2024-06-09,787,DFW   ,I ,NOT SPOILED,27.41,,3,2,27,770,1,2,0,0,25,DFW-ICN-DFW,Starts10:40,281-280,10,2025-11-06 21:57:37.430
19376,2024-07-15,737,DFW   ,I ,NOT SPOILED,16.17,,3,3,16,122,3,6,0,0,19,DFW-ATL-MIA-SDQ-MIA-LGA-DFW,Starts7:2,210-2482-987-987-2025-2437,7,2025-11-06 21:57:37.430
8501,2024-06-29,320,LAX   ,I ,NOT SPOILED,11.86,,2,2,11,92,3,5,0,0,20,LAX-SJD-DFW-MSY-DFW-LAX,Starts8:50,2656-2667-1007-2156-1480,8,2025-11-06 21:57:37.430
982,2025-01-08,777,MIA   ,I ,NOT SPOILED,,,3,2,19,540,1,2,0,0,25,MIA-BCN-MIA,Starts17:40,112-113,17,2025-11-06 21:57:37.430
311,2025-04-02,787,DFW   ,I ,NOT SPOILED,,,3,2,25,700,1,2,0,0,23,DFW-HND-DFW,Starts12:20,175-176,12,2025-11-06 21:57:37.430
20283,2024-09-19,737,MIA   ,I ,NOT SPOILED,6.17,,1,1,6,180,2,2,0,0,1,MIA-SJO-MIA,Starts10:26,413-1600,10,2025-11-06 21:57:37.430
18595,2024-07-23,737,DFW   ,I ,PARTIALLY SPOILED,16.17,3.83,3,3,16,122,3,6,0,0,19,DFW-ATL-MIA-SDQ-MIA-LGA-DFW,Starts7:2,210-2482-987-987-2025-2437,7,2025-11-06 21:57:37.430
25793,2025-05-15,737,DCA   ,D ,NOT SPOILED,,,1,1,5,149,2,2,0,0,2,DCA-MIA-DCA,Starts8:25,422-1233,8,2025-11-06 21:57:37.430
195,2025-04-28,777,DFW   ,I ,NOT SPOILED,,,3,2,19,555,1,2,0,0,24,DFW-LHR-DFW,Starts15:10,50-51,15,2025-11-06 21:57:37.430
8543,2025-04-08,320,MIA   ,I ,NOT SPOILED,,,1,1,5,150,2,2,0,0,0,MIA-SJU-MIA,Starts8:29,1341-1341,8,2025-11-06 21:57:37.430
10750,2025-04-22,320,PHX   ,I ,PARTIALLY SPOILED,,2.27,3,3,17,66,3,8,0,0,19,PHX-STS-PHX-MSN-PHX-PSP-PHX-RNO-PHX,Starts10:4,2321-2321-1835-3147-1479-2755-2717-2717,10,2025-11-06 21:57:37.430
761,2024-11-15,777,LAX   ,I ,PARTIALLY SPOILED,,6.5,5,4,32,184,1,4,0,2,25,LAX-DFW-NRT-DFW-LAX,Starts12:30,1658-61-60-2978,12,2025-11-06 21:57:37.430
723,2024-03-19,777,LAX   ,I ,FULLY SPOILED,29.66,29.67,4,2,29,845,1,2,0,0,25,LAX-SYD-LAX,Starts23:25,73-72,23,2025-11-06 21:57:37.430
7815,2025-05-24,320,LAX   ,I ,NOT SPOILED,,,2,2,11,337,1,2,0,0,24,LAX-LIH-LAX,Starts9:30,119-266,9,2025-11-06 21:57:37.430
5907,2024-06-24,320,DFW   ,I ,NOT SPOILED,10.64,,2,2,10,65,3,6,0,0,15,DFW-SAT-DFW-OKC-DFW-LAS-DFW,Starts8:12,2077-2077-868-2272-762-1584,8,2025-11-06 21:57:37.430
20329,2024-04-10,737,DFW   ,I ,FULLY SPOILED,16.11,16.1,3,3,16,169,2,5,0,0,18,DFW-MIA-SJO-MIA-BDL-DFW,Starts12:47,1271-1353-1600-1256-1367,12,2025-11-06 21:57:37.430
19614,2024-03-19,737,DFW   ,I ,NOT SPOILED,17.96,,3,3,17,50,3,7,0,0,20,DFW-CZM-DFW-MSY-PHX-TUS-ORD-DFW,Starts10:20,1959-1959-2237-2223-2891-2537-2281,10,2025-11-06 21:57:37.430
22542,2024-05-25,737,MIA   ,I ,NOT SPOILED,10.2,,2,2,10,73,3,6,0,0,16,MIA-XPL-MIA-MCO-MIA-JAX-MIA,Starts12:45,359-556-2803-826-2565-2565,12,2025-11-06 21:57:37.430
793,2024-11-28,777,LAX   ,I ,PARTIALLY SPOILED,,6.5,5,4,32,184,1,4,0,2,25,LAX-DFW-NRT-DFW-LAX,Starts12:35,1658-61-60-2978,12,2025-11-06 21:57:37.430
118,2025-04-27,777,CLT   ,I ,NOT SPOILED,,,3,2,19,550,1,2,0,0,25,CLT-FCO-CLT,Starts18:40,720-721,18,2025-11-06 21:57:37.430
16805,2024-03-05,320,DFW   ,D ,NOT SPOILED,10.54,,2,2,10,107,3,4,0,0,19,DFW-SAN-DFW-BNA-DFW,Starts12:36,1939-1939-2979-2238,12,2025-11-06 21:57:37.430
8849,2025-05-11,320,MIA   ,I ,NOT SPOILED,,,1,1,5,160,2,2,0,0,0,MIA-IND-MIA,Starts8:29,3104-3104,8,2025-11-06 21:57:37.430
18620,2024-07-25,737,DFW   ,I ,FULLY SPOILED,5.85,5.85,1,1,5,174,2,2,0,0,0,DFW-RDU-DFW,Starts7:19,2683-2683,7,2025-11-06 21:57:37.430
19547,2024-03-13,737,DFW   ,I ,NOT SPOILED,6.53,,1,1,6,183,2,2,0,0,0,DFW-SNA-DFW,Starts7:3,1331-1331,7,2025-11-06 21:57:37.430
336,2024-04-03,787,DFW   ,I ,NOT SPOILED,19.58,,3,2,19,540,1,2,0,0,26,DFW-MAD-DFW,Starts17:5,36-37,17,2025-11-06 21:57:37.430
19790,2024-04-07,737,DFW   ,I ,NOT SPOILED,6.47,,1,1,6,175,2,2,0,0,0,DFW-ORF-DFW,Starts14:26,1914-1914,14,2025-11-06 21:57:37.430
19459,2025-05-18,737,DFW   ,I ,NOT SPOILED,,,2,2,13,161,2,4,0,0,16,DFW-LGA-TPA-LGA-DFW,Starts12:39,672-1539-3208-2092,12,2025-11-06 21:57:37.430
4268,2024-07-08,320,CLT   ,I ,NOT SPOILED,16.07,,3,3,16,104,3,6,0,0,12,CLT-MEM-PHX-DSM-CLT-PLS-CLT,Starts17:35,1786-1182-1318-2488-879-879,17,2025-11-06 21:57:37.430
317,2024-07-21,787,DFW   ,I ,NOT SPOILED,25.5,,3,2,25,720,1,2,0,0,25,DFW-HND-DFW,Starts12:25,175-176,12,2025-11-06 21:57:37.430
123,2024-11-20,777,CLT   ,I ,NOT SPOILED,,,3,2,17,470,1,2,0,0,26,CLT-LHR-CLT,Starts18:10,730-735,18,2025-11-06 21:57:37.430
17472,2024-09-01,320,LGA   ,D ,NOT SPOILED,11.91,,2,2,11,76,4,7,0,0,13,LGA-DCA-LGA-DCA-JAX-DCA-ORD-LGA,Starts8:0,2035-1237-1237-1476-2426-978-2041,8,2025-11-06 21:57:37.430
21803,2024-03-09,737,MIA   ,I ,PARTIALLY SPOILED,11.95,5.2,2,2,11,65,3,5,0,0,14,MIA-STT-MIA-TPA-DCA-MIA,Starts13:40,1391-1391-1714-2524-1619,13,2025-11-06 21:57:37.430
497,2024-03-06,787,DFW   ,I ,PARTIALLY SPOILED,20.59,9.42,3,2,20,565,1,2,0,0,25,DFW-FRA-DFW,Starts16:25,70-71,16,2025-11-06 21:57:37.430
9982,2025-07-04,320,PHL   ,I ,NOT SPOILED,,,1,1,6,113,3,3,0,0,1,PHL-ORD-ATL-PHL,Starts8:40,2095-2910-621,8,2025-11-06 21:57:37.430
311,2025-04-04,787,DFW   ,I ,NOT SPOILED,,,3,2,25,700,1,2,0,0,23,DFW-HND-DFW,Starts12:20,175-176,12,2025-11-06 21:57:37.430
20745,2024-04-20,737,DFW   ,I ,PARTIALLY SPOILED,16.58,10.83,3,3,16,89,3,6,0,0,17,DFW-CZM-DFW-MSY-DFW-LGA-DFW,Starts12:20,752-752-1455-1785-2708-1105,12,2025-11-06 21:57:37.430
1126,2024-04-06,787,PHL   ,I ,NOT SPOILED,17.92,,3,2,17,505,1,2,0,0,26,PHL-FCO-PHL,Starts18:40,718-719,18,2025-11-06 21:57:37.430
20245,2024-06-08,737,MIA   ,I ,NOT SPOILED,10.55,,2,2,10,120,3,4,0,0,19,MIA-TQO-MIA-EWR-MIA,Starts12:5,172-172-1113-1708,12,2025-11-06 21:57:37.430
5999,2024-06-16,320,DFW   ,I ,NOT SPOILED,5.81,,1,1,5,173,2,2,0,0,0,DFW-TVC-DFW,Starts12:20,2446-2446,12,2025-11-06 21:57:37.430
592,2025-04-28,777,LGA   ,I ,NOT SPOILED,,,3,2,15,430,1,2,0,0,30,JFK-LHR-JFK,Starts18:10,100-105,18,2025-11-06 21:57:37.430
102,2024-08-04,777,CLT   ,I ,FULLY SPOILED,4.25,4.25,2,2,4,126,1,2,0,0,13,CLT-MIA-CLT,Starts18:10,578-2602,18,2025-11-06 21:57:37.430
9169,2024-12-19,320,MIA   ,I ,NOT SPOILED,,,2,2,10,65,3,6,0,0,16,MIA-POP-MIA-NAS-MIA-CHS-MIA,Starts10:25,935-935-1284-1592-2718-2718,10,2025-11-06 21:57:37.430
10207,2024-07-25,320,PHL   ,I ,PARTIALLY SPOILED,17.71,7.67,3,3,17,103,3,8,0,0,15,PHL-MCO-PHL-MCO-CLT-IND-PHL-YHZ-PHL,Starts8:36,2084-2084-1689-461-2215-2802-2252-2252,8,2025-11-06 21:57:37.430
10735,2025-04-04,320,PHX   ,I ,NOT SPOILED,,,2,2,10,101,3,4,0,0,19,PHX-SLC-PHX-MKE-PHX,Starts8:30,2112-2112-3145-899,8,2025-11-06 21:57:37.430
20052,2024-06-06,737,LGA   ,I ,NOT SPOILED,11.21,,2,2,11,145,2,4,0,0,16,LGA-MIA-SDQ-MIA-LGA,Starts11:25,2850-368-987-1171,11,2025-11-06 21:57:37.430
19828,2024-11-26,737,DFW   ,I ,PARTIALLY SPOILED,,1.2,3,3,15,68,3,6,0,2,15,DFW-GUA-DFW-AUS-DFW-CLE-DFW,Starts10:30,1013-496-576-862-1484-2331,10,2025-11-06 21:57:37.430
21401,2024-05-06,737,MIA   ,I ,FULLY SPOILED,4.25,4.25,1,1,4,125,2,2,0,0,1,MIA-PAP-MIA,Starts7:0,819-819,7,2025-11-06 21:57:37.430
335,2024-04-12,787,DFW   ,I ,NOT SPOILED,20.25,,3,2,20,585,1,2,0,0,25,DFW-FRA-DFW,Starts16:0,70-71,16,2025-11-06 21:57:37.430
9415,2024-06-28,320,MIA   ,I ,NOT SPOILED,16.01,,3,3,16,74,3,8,0,0,13,MIA-POP-MIA-TPA-DFW-BNA-MIA-GCM-MIA,Starts13:14,2273-2273-231-2321-2238-2830-956-367,13,2025-11-06 21:57:37.430
351,2025-06-07,787,DFW   ,I ,NOT SPOILED,,,4,2,20,615,1,2,0,0,37,DFW-GRU-DFW,Starts19:0,963-962,19,2025-11-06 21:57:37.430
7857,2024-08-15,320,LAX   ,I ,NOT SPOILED,10.97,,2,2,10,321,1,2,0,0,24,LAX-KOA-LAX,Starts10:15,59-58,10,2025-11-06 21:57:37.430
103,2024-10-05,777,CLT   ,I ,NOT SPOILED,,,2,2,4,127,1,2,0,0,13,CLT-MIA-CLT,Starts17:0,2311-1475,17,2025-11-06 21:57:37.430
20674,2025-05-08,737,MIA   ,I ,NOT SPOILED,,,1,1,5,175,2,2,0,0,1,MIA-CTG-MIA,Starts12:15,2173-914,12,2025-11-06 21:57:37.430
19628,2024-06-22,737,DFW   ,I ,NOT SPOILED,16.42,,3,3,16,77,3,8,0,0,17,DFW-DEN-DFW-RDU-PHL-IAH-DFW-IAH-DFW,Starts7:0,1523-1523-1888-1115-2427-2551-1407-1407,7,2025-11-06 21:57:37.430
21335,2024-04-24,737,LGA   ,I ,PARTIALLY SPOILED,18.17,4.03,3,3,18,101,2,6,0,1,24,LGA-DFW-IND-CLT-AUA-CLT-LGA,Starts6:0,428-2456-1801-874-872-1065,6,2025-11-06 21:57:37.430
207,2024-09-17,777,DFW   ,I ,FULLY SPOILED,19.25,19.25,3,2,19,550,1,2,0,0,21,DFW-LHR-DFW,Starts18:15,50-51,18,2025-11-06 21:57:37.430
3644,2024-12-04,320,CLT   ,I ,FULLY SPOILED,,8.33,1,1,8,235,2,2,0,0,0,CLT-SXM-CLT,Starts9:24,2478-3054,9,2025-11-06 21:57:37.430
176,2025-05-10,777,DFW   ,I ,NOT SPOILED,,,3,2,27,770,1,2,0,0,24,DFW-ICN-DFW,Starts10:25,281-280,10,2025-11-06 21:57:37.430
7851,2024-08-28,320,LAX   ,I ,NOT SPOILED,11.62,,2,2,11,331,1,2,0,0,24,LAX-LIH-LAX,Starts9:6,265-266,9,2025-11-06 21:57:37.430
3622,2024-11-15,320,CLT   ,I ,NOT SPOILED,,,2,2,10,66,3,6,0,0,18,CLT-CHS-CLT-VPS-CLT-NAS-CLT,Starts7:24,3286-3286-2561-2185-859-859,7,2025-11-06 21:57:37.430
9471,2024-08-02,320,PHL   ,I ,NOT SPOILED,6.83,,1,1,6,200,2,2,0,0,1,PHL-PLS-PHL,Starts9:0,1738-1738,9,2025-11-06 21:57:37.430
25522,2024-05-27,737,LAX   ,D ,FULLY SPOILED,11.87,11.88,2,2,11,152,2,4,0,0,12,SNA-DFW-TPA-DFW-SNA,Starts8:0,2258-1875-2500-2659,8,2025-11-06 21:57:37.430
18550,2024-06-30,737,DFW   ,I ,NOT SPOILED,11.11,,2,2,11,61,3,6,0,0,17,DFW-OKC-DFW-ELP-DFW-PVR-DFW,Starts7:0,1232-1232-1053-537-1215-1215,7,2025-11-06 21:57:37.430
604,2025-03-19,787,DFW   ,I ,NOT SPOILED,,,3,2,25,700,1,2,0,0,22,DFW-HND-DFW,Starts14:50,175-176,14,2025-11-06 21:57:37.430
21484,2024-09-28,737,MIA   ,I ,PARTIALLY SPOILED,11.68,3.75,2,2,11,81,3,6,0,0,11,MIA-CUN-MIA-JAX-MIA-PUJ-MIA,Starts8:40,2494-1469-3058-614-3130-3130,8,2025-11-06 21:57:37.430
18486,2025-01-07,737,DFW   ,I ,NOT SPOILED,,,1,1,5,155,2,2,0,0,1,DFW-PVR-DFW,Starts8:8,2639-2639,8,2025-11-06 21:57:37.430
18580,2024-06-10,737,DFW   ,I ,NOT SPOILED,5.75,,1,1,5,170,2,2,0,0,1,DFW-SJD-DFW,Starts7:15,2926-2926,7,2025-11-06 21:57:37.430
