SEQ_NBR,SEQ_SCHD_START_DT,FLEET,BASE,DIVISION,SPOILAGE,TOTAL_BLOCKED_HRS,TOTAL_SPOILED_HRS,SEQ_CAL_DAYS,SEQ_DUTY_DAYS,SEQ_TTL_FLTTIME,MIN_FLYTIME_PER_LEG,MAX_LEGS_PER_DAY,SEQ_TTL_LEGS,MORETHAN2_321_LEGS,IN_SEQ_DHD,LAYOVER,SEQ_PATTERN,SEQ_START,FLIGHT_PATTERN,SEQ_START_HRS,SF_LOAD_TMS,clean_time,local_time,utc_flight_time,weather_time,VIS_MILES,PRECIP_INCHES,IS_STORM,IS_RAIN,IS_SPOILED,START_HOUR
333,2024-05-24,787,DFW,I ,NOT SPOILED,25.25,,3,2,25,710,1,2,0,0,25,DFW-HND-DFW,Starts12:30,175-176,12,2025-11-06 21:57:37.430,12:30,2024-05-24 12:30:00,2024-05-24 18:30:00,2024-05-24 17:47:00,6.995565,0.0,0.0,0.0,0,12
28143,2024-05-24,737,ORD,D ,FULLY SPOILED,12.05,12.05,2,2,12,116,3,5,0,0,15,ORD-TPA-DFW-VPS-DFW-ORD,Starts13:26,1101-2324-1201-2501-2346,13,2025-11-06 21:57:37.430,13:26,2024-05-24 13:26:00,2024-05-24 19:26:00,2024-05-24 18:51:00,9.993753,0.0,0.0,0.0,1,13
19491,2024-05-24,737,CLT,I ,PARTIALLY SPOILED,16.39,7.42,3,3,16,82,3,7,0,0,19,CLT-ORD-PHL-MBJ-PHL-RDU-PHL-CLT,Starts14:40,1315-1941-1766-1766-2687-2687-1656,14,2025-11-06 21:57:37.430,14:40,2024-05-24 14:40:00,2024-05-24 19:40:00,2024-05-24 18:52:00,9.993753,0.0,0.0,0.0,1,14
341,2024-05-24,787,DFW,I ,NOT SPOILED,22.25,,3,2,22,640,1,2,0,0,25,DFW-FCO-DFW,Starts14:25,240-239,14,2025-11-06 21:57:37.430,14:25,2024-05-24 14:25:00,2024-05-24 20:25:00,2024-05-24 19:46:00,4.997187,0.0,0.0,0.0,0,14
7259,2024-05-24,320,MIA,I ,NOT SPOILED,5.51,,1,1,5,164,2,2,0,0,0,MIA-IND-MIA,Starts15:35,1317-1317,15,2025-11-06 21:57:37.430,15:35,2024-05-24 15:35:00,2024-05-24 20:35:00,2024-05-24 19:53:00,9.993753,0.0,0.0,0.0,0,15
8871,2024-05-24,320,PHL,I ,NOT SPOILED,10.38,,2,2,10,108,2,4,0,0,15,PHL-CLT-DFW-MIA-PHL,Starts15:39,1965-1089-1405-1556,15,2025-11-06 21:57:37.430,15:39,2024-05-24 15:39:00,2024-05-24 20:39:00,2024-05-24 19:54:00,9.993753,0.0,0.0,0.0,0,15
1065,2024-05-24,787,ORD,I ,NOT SPOILED,21.75,,3,2,21,615,1,2,0,0,25,ORD-ATH-ORD,Starts15:10,160-161,15,2025-11-06 21:57:37.430,15:10,2024-05-24 15:10:00,2024-05-24 21:10:00,2024-05-24 21:00:00,9.936,0.0,0.0,0.0,0,15
18201,2024-05-25,320,LGA,D ,FULLY SPOILED,16.79,16.8,3,3,16,92,2,5,0,0,18,LGA-CLT-SFO-MIA-RDU-LGA,Starts6:0,1036-2651-651-1566-2040,6,2025-11-06 21:57:37.430,6:0,2024-05-25 06:00:00,2024-05-25 11:00:00,2024-05-25 10:51:00,9.993753,0.0,0.0,0.0,1,6
24509,2024-05-25,737,DCA,D ,NOT SPOILED,9.28,,2,2,9,133,3,4,0,0,21,DCA-MCO-DCA-MCO-DCA,Starts6:45,1666-511-2284-2284,6,2025-11-06 21:57:37.430,6:45,2024-05-25 06:45:00,2024-05-25 11:45:00,2024-05-25 10:52:00,9.993753,0.0,0.0,0.0,0,6
26767,2024-05-25,737,LGA,D ,NOT SPOILED,10.18,,2,2,10,103,2,4,0,0,17,LGA-CLT-DTW-DFW-LGA,Starts7:9,1058-1167-544-1105,7,2025-11-06 21:57:37.430,7:9,2024-05-25 07:09:00,2024-05-25 12:09:00,2024-05-25 12:00:00,9.936,0.0,0.0,0.0,0,7
20852,2024-05-25,737,DFW,I ,FULLY SPOILED,16.08,16.08,3,3,16,91,3,8,0,0,15,DFW-IND-DFW-OMA-CLT-STL-DFW-MSY-DFW,Starts7:7,1506-1506-2188-2170-443-2261-2976-1871,7,2025-11-06 21:57:37.430,7:7,2024-05-25 07:07:00,2024-05-25 13:07:00,2024-05-25 12:46:00,2.9981880000000003,0.0,0.0,0.0,1,7
19672,2024-05-25,737,DFW,I ,NOT SPOILED,5.72,,1,1,5,160,2,2,0,0,0,DFW-PIT-DFW,Starts7:11,1583-1583,7,2025-11-06 21:57:37.430,7:11,2024-05-25 07:11:00,2024-05-25 13:11:00,2024-05-25 12:46:00,2.9981880000000003,0.0,0.0,0.0,0,7
7986,2024-05-25,320,MIA,I ,NOT SPOILED,15.62,,3,3,15,79,3,8,0,0,15,MIA-SCU-MIA-ORF-CLT-JAX-MIA-STT-MIA,Starts8:39,1519-1532-1106-2059-1833-1745-2491-2491,8,2025-11-06 21:57:37.430,8:39,2024-05-25 08:39:00,2024-05-25 13:39:00,2024-05-25 12:53:00,9.993753,0.0,0.0,0.0,0,8
6420,2024-05-25,320,DFW,I ,NOT SPOILED,17.16,,3,3,17,69,3,8,0,0,15,DFW-CUN-DFW-DEN-DFW-SAT-DFW-MKE-DFW,Starts8:17,1190-1068-1322-1067-1967-2342-2581-2581,8,2025-11-06 21:57:37.430,8:17,2024-05-25 08:17:00,2024-05-25 14:17:00,2024-05-25 13:50:00,3.997377,0.0,0.0,0.0,0,8
20870,2024-05-25,737,DFW,I ,FULLY SPOILED,13.82,13.82,2,2,13,63,3,6,0,0,15,DFW-CZM-DFW-OKC-DFW-FLL-DFW,Starts10:9,1180-1180-2127-1898-1375-1375,10,2025-11-06 21:57:37.430,10:9,2024-05-25 10:09:00,2024-05-25 16:09:00,2024-05-25 15:50:00,4.997187,0.0,0.0,0.0,1,10
20871,2024-05-25,737,DFW,I ,NOT SPOILED,16.25,,3,3,16,67,3,8,0,1,16,DFW-PVR-DFW-SAT-DFW-SAT-DFW-BZE-DFW,Starts10:10,1215-1215-2438-603-1967-1402-539-926,10,2025-11-06 21:57:37.430,10:10,2024-05-25 10:10:00,2024-05-25 16:10:00,2024-05-25 15:50:00,4.997187,0.0,0.0,0.0,0,10
22542,2024-05-25,737,MIA,I ,NOT SPOILED,10.2,,2,2,10,73,3,6,0,0,16,MIA-XPL-MIA-MCO-MIA-JAX-MIA,Starts12:45,359-556-2803-826-2565-2565,12,2025-11-06 21:57:37.430,12:45,2024-05-25 12:45:00,2024-05-25 17:45:00,2024-05-25 16:53:00,9.993753,0.0,0.0,0.0,0,12
186,2024-05-25,777,DFW,I ,NOT SPOILED,25.08,,3,2,25,725,1,2,0,0,26,DFW-NRT-DFW,Starts12:0,61-60,12,2025-11-06 21:57:37.430,12:0,2024-05-25 12:00:00,2024-05-25 18:00:00,2024-05-25 17:50:00,4.997187,0.0,0.0,0.0,0,12
20874,2024-05-25,737,DFW,I ,NOT SPOILED,16.06,,3,3,16,93,4,8,0,0,20,DFW-BZE-DFW-MFE-DFW-ELP-DFW-MFE-DFW,Starts12:19,394-394-2855-1793-1681-1681-2855-1803,12,2025-11-06 21:57:37.430,12:19,2024-05-25 12:19:00,2024-05-25 18:19:00,2024-05-25 17:50:00,4.997187,0.0,0.0,0.0,0,12
28173,2024-05-25,737,ORD,D ,NOT SPOILED,6.0,,1,1,6,173,2,2,0,0,0,ORD-RSW-ORD,Starts12:49,2391-2391,12,2025-11-06 21:57:37.430,12:49,2024-05-25 12:49:00,2024-05-25 18:49:00,2024-05-25 18:00:00,9.936,0.0,0.0,0.0,0,12
17579,2024-05-25,320,DFW,D ,PARTIALLY SPOILED,16.0,6.43,3,3,16,96,3,7,0,0,16,DFW-MCO-DFW-BNA-DFW-MSY-CLT-DFW,Starts13:2,654-1772-1500-1100-1007-2158-1082,13,2025-11-06 21:57:37.430,13:2,2024-05-25 13:02:00,2024-05-25 19:02:00,2024-05-25 18:50:00,3.997377,0.0,0.0,0.0,1,13
24522,2024-05-25,737,DCA,D ,NOT SPOILED,15.56,,3,3,15,138,2,5,0,0,19,DCA-DFW-EWR-DFW-TPA-DCA,Starts15:0,2884-726-1700-2950-1944,15,2025-11-06 21:57:37.430,15:0,2024-05-25 15:00:00,2024-05-25 20:00:00,2024-05-25 19:52:00,9.993753,0.0,0.0,0.0,0,15
16577,2024-05-25,320,DFW,D ,NOT SPOILED,10.82,,2,2,10,161,3,4,0,0,12,DFW-SLC-DFW-SLC-DFW,Starts17:36,2375-1214-1456-2169,17,2025-11-06 21:57:37.430,17:36,2024-05-25 17:36:00,2024-05-25 23:36:00,2024-05-25 22:55:00,2.9981880000000003,0.0,0.0,0.0,0,17
20891,2024-05-26,737,DFW,I ,FULLY SPOILED,19.43,19.43,3,3,19,137,3,7,0,0,19,DFW-DCA-TPA-DCA-MIA-SJO-MIA-DFW,Starts7:3,1253-2330-2330-1254-1353-1600-1219,7,2025-11-06 21:57:37.430,7:3,2024-05-26 07:03:00,2024-05-26 13:03:00,2024-05-26 12:47:00,9.993753,0.0,0.0,0.0,1,7
20892,2024-05-26,737,DFW,I ,NOT SPOILED,11.81,,2,2,11,75,3,5,0,0,16,DFW-ORD-LAS-LAX-LAS-DFW,Starts7:3,1443-1509-2690-1889-1853,7,2025-11-06 21:57:37.430,7:3,2024-05-26 07:03:00,2024-05-26 13:03:00,2024-05-26 12:47:00,9.993753,0.0,0.0,0.0,0,7
21428,2024-05-26,737,MIA,I ,FULLY SPOILED,10.5,10.5,2,2,10,110,3,4,0,0,18,MIA-MEX-MIA-CUN-MIA,Starts8:25,264-1498-2422-2665,8,2025-11-06 21:57:37.430,8:25,2024-05-26 08:25:00,2024-05-26 13:25:00,2024-05-26 12:53:00,9.993753,0.0,0.0,0.0,1,8
19698,2024-05-26,737,DFW,I ,NOT SPOILED,16.96,,3,3,16,65,3,6,0,0,19,DFW-QRO-DFW-PUJ-DFW-AUS-DFW,Starts8:23,2302-883-424-2965-940-940,8,2025-11-06 21:57:37.430,8:23,2024-05-26 08:23:00,2024-05-26 14:23:00,2024-05-26 13:47:00,9.993753,0.0,0.0,0.0,0,8
19700,2024-05-26,737,DFW,I ,NOT SPOILED,5.92,,1,1,5,175,2,2,0,0,1,DFW-MEX-DFW,Starts8:25,389-389,8,2025-11-06 21:57:37.430,8:25,2024-05-26 08:25:00,2024-05-26 14:25:00,2024-05-26 13:47:00,9.993753,0.0,0.0,0.0,0,8
19709,2024-05-26,737,DFW,I ,PARTIALLY SPOILED,15.59,1.32,3,3,15,79,3,6,0,0,18,DFW-MBJ-ORD-IAH-DFW-MSY-DFW,Starts9:7,2558-975-1636-2551-2976-1871,9,2025-11-06 21:57:37.430,9:7,2024-05-26 09:07:00,2024-05-26 15:07:00,2024-05-26 14:52:00,9.993753,0.0,0.0,0.0,1,9
1128,2024-05-26,787,PHL,I ,FULLY SPOILED,6.69,6.68,1,1,6,193,2,2,0,0,3,PHL-DFW-PHL,Starts10:35,354-362,10,2025-11-06 21:57:37.430,10:35,2024-05-26 10:35:00,2024-05-26 15:35:00,2024-05-26 15:00:00,9.936,0.0,0.0,0.0,1,10
20899,2024-05-26,737,DFW,I ,FULLY SPOILED,16.25,16.27,3,3,16,62,3,6,0,0,17,DFW-SJC-DFW-OKC-DFW-FAT-DFW,Starts9:41,2046-1019-1907-2272-1729-1729,9,2025-11-06 21:57:37.430,9:41,2024-05-26 09:41:00,2024-05-26 15:41:00,2024-05-26 14:52:00,9.993753,0.0,0.0,0.0,1,9
5169,2024-05-26,320,CLT,I ,PARTIALLY SPOILED,16.41,3.43,3,3,16,98,3,8,0,0,15,CLT-IAH-CLT-MCO-CLT-MEM-CLT-FLL-CLT,Starts11:22,1478-1478-1643-1363-2291-538-1753-1753,11,2025-11-06 21:57:37.430,11:22,2024-05-26 11:22:00,2024-05-26 16:22:00,2024-05-26 15:52:00,9.993753,0.0,0.0,0.0,1,11
20904,2024-05-26,737,DFW,I ,FULLY SPOILED,16.65,16.63,3,3,16,67,3,8,0,0,17,DFW-RNO-DFW-TUL-DFW-MSP-DFW-SAT-DFW,Starts12:21,1945-1945-532-2358-1578-2953-2438-2438,12,2025-11-06 21:57:37.430,12:21,2024-05-26 12:21:00,2024-05-26 18:21:00,2024-05-26 17:49:00,6.995565,0.0,0.0,0.0,1,12
17615,2024-05-26,320,DFW,D ,PARTIALLY SPOILED,15.87,2.8,3,3,15,65,3,7,0,0,15,DFW-GSP-DFW-ECP-DFW-SAT-CLT-DFW,Starts12:24,2181-2181-1794-1671-876-1977-1089,12,2025-11-06 21:57:37.430,12:24,2024-05-26 12:24:00,2024-05-26 18:24:00,2024-05-26 17:49:00,6.995565,0.0,0.0,0.0,1,12
9798,2024-05-26,320,PHX,I ,NOT SPOILED,17.82,,3,3,17,81,3,8,0,0,17,PHX-MSY-PHX-SBA-PHX-PDX-PHX-BUR-PHX,Starts12:29,1836-1836-2634-1826-561-2405-1517-1517,12,2025-11-06 21:57:37.430,12:29,2024-05-26 12:29:00,2024-05-26 19:29:00,2024-05-26 18:51:00,9.993753,0.0,0.0,0.0,0,12
5177,2024-05-26,320,CLT,I ,NOT SPOILED,10.9,,2,2,10,88,3,6,0,0,13,CLT-LIT-CLT-DAB-CLT-SRQ-CLT,Starts14:42,2846-2846-2906-604-569-781,14,2025-11-06 21:57:37.430,14:42,2024-05-26 14:42:00,2024-05-26 19:42:00,2024-05-26 18:52:00,9.993753,0.0,0.0,0.0,0,14
19519,2024-05-26,737,CLT,I ,PARTIALLY SPOILED,11.01,2.05,2,2,11,98,3,6,0,0,12,CLT-GRR-CLT-IND-CLT-EWR-CLT,Starts14:52,1685-1685-2890-2221-1330-1330,14,2025-11-06 21:57:37.430,14:52,2024-05-26 14:52:00,2024-05-26 19:52:00,2024-05-26 19:52:00,9.993753,0.0,0.0,0.0,1,14
16527,2024-05-26,320,DFW,D ,NOT SPOILED,16.0,,3,3,15,90,3,8,0,0,17,DFW-MCI-DFW-SDF-DFW-SLP-DFW-PNS-DFW,Starts14:50,2461-2461-966-2356-1117-1097-2157-2157,14,2025-11-06 21:57:37.430,14:50,2024-05-26 14:50:00,2024-05-26 20:50:00,2024-05-26 20:50:00,6.995565,0.0,0.0,0.0,0,14
120,2024-05-26,777,CLT,I ,NOT SPOILED,19.58,,3,2,19,555,1,2,0,0,25,CLT-FCO-CLT,Starts18:0,720-721,18,2025-11-06 21:57:37.430,18:0,2024-05-26 18:00:00,2024-05-26 23:00:00,2024-05-26 22:52:00,9.993753,0.0,0.0,0.0,0,18
16545,2024-05-26,320,DFW,D ,FULLY SPOILED,10.86,10.87,2,2,10,161,3,4,0,0,12,DFW-SLC-DFW-SLC-DFW,Starts17:25,2375-1214-1456-2169,17,2025-11-06 21:57:37.430,17:25,2024-05-26 17:25:00,2024-05-26 23:25:00,2024-05-26 22:48:00,9.993753,0.0,0.0,0.0,1,17
17630,2024-05-26,320,DFW,D ,FULLY SPOILED,10.33,10.33,2,2,10,122,3,4,0,0,11,DFW-SAN-DFW-DEN-DFW,Starts17:26,1948-2535-1832-1832,17,2025-11-06 21:57:37.430,17:26,2024-05-26 17:26:00,2024-05-26 23:26:00,2024-05-26 22:48:00,9.993753,0.0,0.0,0.0,1,17
1149,2024-05-26,787,PHL,I ,NOT SPOILED,17.83,,3,2,17,510,1,2,0,0,26,PHL-FCO-PHL,Starts18:35,718-719,18,2025-11-06 21:57:37.430,18:35,2024-05-26 18:35:00,2024-05-26 23:35:00,2024-05-26 22:54:00,9.993753,0.0,0.0,0.0,0,18
16559,2024-05-26,320,DFW,D ,NOT SPOILED,10.05,,2,2,10,135,3,4,0,0,13,DFW-TUS-DFW-RSW-DFW,Starts18:56,1207-2720-2736-2736,18,2025-11-06 21:57:37.430,18:56,2024-05-26 18:56:00,2024-05-27 00:56:00,2024-05-27 00:55:00,9.993753,0.0,0.0,0.0,0,18
5192,2024-05-27,320,CLT,I ,FULLY SPOILED,10.28,10.28,2,2,10,82,3,6,0,0,14,CLT-LGA-CLT-SDF-CLT-TPA-CLT,Starts7:19,628-628-2149-644-2516-2516,7,2025-11-06 21:57:37.430,7:19,2024-05-27 07:19:00,2024-05-27 12:19:00,2024-05-27 12:00:00,7.452,0.0,0.0,0.0,1,7
16423,2024-05-27,320,DFW,D ,PARTIALLY SPOILED,10.18,4.18,2,2,10,64,3,6,0,0,15,DFW-OMA-DFW-ECP-DFW-AUS-DFW,Starts7:6,1811-1811-1671-1798-1186-2135,7,2025-11-06 21:57:37.430,7:6,2024-05-27 07:06:00,2024-05-27 13:06:00,2024-05-27 12:50:00,0.0,0.0,0.0,0.0,1,7
20939,2024-05-27,737,DFW,I ,PARTIALLY SPOILED,18.32,2.0,3,3,18,73,3,7,0,1,19,DFW-PHL-IND-CLT-AUS-DFW-GUA-DFW,Starts7:25,856-2717-1801-818-1595-1013-1486,7,2025-11-06 21:57:37.430,7:25,2024-05-27 07:25:00,2024-05-27 13:25:00,2024-05-27 12:50:00,0.0,0.0,0.0,0.0,1,7
28205,2024-05-27,737,ORD,D ,NOT SPOILED,17.64,,3,3,17,105,3,7,0,0,14,ORD-BOS-ORD-LGA-DFW-OMA-CLT-ORD,Starts8:10,1457-1457-2365-547-2188-2170-1650,8,2025-11-06 21:57:37.430,8:10,2024-05-27 08:10:00,2024-05-27 14:10:00,2024-05-27 13:51:00,9.993753,0.0,0.0,0.0,0,8
8040,2024-05-27,320,MIA,I ,FULLY SPOILED,17.54,17.53,3,3,17,81,3,8,0,0,14,MIA-DFW-MCI-PHL-BOS-DCA-MIA-POP-MIA,Starts9:11,2821-2640-972-632-897-401-477-477,9,2025-11-06 21:57:37.430,9:11,2024-05-27 09:11:00,2024-05-27 14:11:00,2024-05-27 13:53:00,9.993753,0.0,0.0,0.0,1,9
19699,2024-05-27,737,DFW,I ,PARTIALLY SPOILED,15.63,6.57,3,3,15,95,3,6,0,0,17,DFW-PVR-DFW-OMA-ORD-CUN-DFW,Starts8:24,353-353-2466-1754-492-316,8,2025-11-06 21:57:37.430,8:24,2024-05-27 08:24:00,2024-05-27 14:24:00,2024-05-27 13:50:00,1.4990940000000001,0.0,0.0,0.0,1,8
19700,2024-05-27,737,DFW,I ,NOT SPOILED,5.92,,1,1,5,175,2,2,0,0,1,DFW-MEX-DFW,Starts8:25,389-389,8,2025-11-06 21:57:37.430,8:25,2024-05-27 08:25:00,2024-05-27 14:25:00,2024-05-27 13:50:00,1.4990940000000001,0.0,0.0,0.0,0,8
7234,2024-05-27,320,MIA,I ,FULLY SPOILED,7.66,7.67,1,1,7,230,2,2,0,0,1,MIA-PEI-MIA,Starts10:30,1135-1134,10,2025-11-06 21:57:37.430,10:30,2024-05-27 10:30:00,2024-05-27 15:30:00,2024-05-27 15:00:00,9.936,0.0,0.0,0.0,1,10
25522,2024-05-27,737,LAX,D ,FULLY SPOILED,11.87,11.88,2,2,11,152,2,4,0,0,12,SNA-DFW-TPA-DFW-SNA,Starts8:0,2258-1875-2500-2659,8,2025-11-06 21:57:37.430,8:0,2024-05-27 08:00:00,2024-05-27 16:00:00,2024-05-27 15:53:00,7.995375,0.0,0.0,0.0,1,8
6545,2024-05-27,320,LAX,I ,FULLY SPOILED,6.47,6.47,1,1,6,189,2,2,0,0,3,LAX-DFW-LAX,Starts8:0,412-2856,8,2025-11-06 21:57:37.430,8:0,2024-05-27 08:00:00,2024-05-27 16:00:00,2024-05-27 15:53:00,7.995375,0.0,0.0,0.0,1,8
7327,2024-05-27,320,MIA,I ,PARTIALLY SPOILED,17.27,1.58,3,3,17,95,3,7,0,0,16,MIA-RTB-MIA-DCA-PBI-DCA-BOS-MIA,Starts12:35,347-898-2362-2355-2355-2120-2610,12,2025-11-06 21:57:37.430,12:35,2024-05-27 12:35:00,2024-05-27 17:35:00,2024-05-27 16:53:00,9.993753,0.0,0.0,0.0,1,12
6563,2024-05-27,320,LAX,I ,NOT SPOILED,11.0,,2,2,11,323,1,2,0,0,24,LAX-KOA-LAX,Starts9:58,247-246,9,2025-11-06 21:57:37.430,9:58,2024-05-27 09:58:00,2024-05-27 17:58:00,2024-05-27 17:53:00,7.995375,0.0,0.0,0.0,0,9
22612,2024-05-27,737,MIA,I ,NOT SPOILED,11.97,,2,2,11,82,3,5,0,0,15,MIA-GUA-MIA-TPA-DCA-MIA,Starts13:0,2395-1774-1921-2330-2392,13,2025-11-06 21:57:37.430,13:0,2024-05-27 13:00:00,2024-05-27 18:00:00,2024-05-27 18:00:00,9.936,0.0,0.0,0.0,0,13
6567,2024-05-27,320,LAX,I ,NOT SPOILED,13.46,,3,2,13,83,2,3,0,0,26,LAX-PHX-HNL-LAX,Starts10:23,1683-694-144,10,2025-11-06 21:57:37.430,10:23,2024-05-27 10:23:00,2024-05-27 18:23:00,2024-05-27 18:00:00,7.452,0.0,0.0,0.0,0,10
26533,2024-05-27,737,LGA,D ,NOT SPOILED,6.1,,1,1,6,179,2,2,0,0,2,LGA-MIA-LGA,Starts14:54,2310-1389,14,2025-11-06 21:57:37.430,14:54,2024-05-27 14:54:00,2024-05-27 19:54:00,2024-05-27 19:51:00,6.995565,0.08969999999999999,0.0,0.0,0,14
16515,2024-05-27,320,DFW,D ,NOT SPOILED,6.35,,1,1,6,186,2,2,0,0,2,DFW-LAX-DFW,Starts14:0,1997-1504,14,2025-11-06 21:57:37.430,14:0,2024-05-27 14:00:00,2024-05-27 20:00:00,2024-05-27 19:55:00,4.997187,0.0,0.0,0.0,0,14
19532,2024-05-27,737,CLT,I ,NOT SPOILED,10.64,,2,2,10,84,3,6,0,0,12,CLT-BWI-CLT-GRR-CLT-EWR-CLT,Starts15:20,1464-1464-2686-590-1330-1330,15,2025-11-06 21:57:37.430,15:20,2024-05-27 15:20:00,2024-05-27 20:20:00,2024-05-27 19:52:00,9.993753,0.0,0.0,0.0,0,15
341,2024-05-27,787,DFW,I ,NOT SPOILED,22.25,,3,2,22,640,1,2,0,0,25,DFW-FCO-DFW,Starts14:25,240-239,14,2025-11-06 21:57:37.430,14:25,2024-05-27 14:25:00,2024-05-27 20:25:00,2024-05-27 19:55:00,4.997187,0.0,0.0,0.0,0,14
20954,2024-05-27,737,DFW,I ,NOT SPOILED,15.72,,3,3,15,69,3,7,0,0,14,DFW-CUN-MIA-TPA-PHL-CHS-PHL-DFW,Starts14:26,1507-681-2016-2332-2163-521-2768,14,2025-11-06 21:57:37.430,14:26,2024-05-27 14:26:00,2024-05-27 20:26:00,2024-05-27 19:55:00,4.997187,0.0,0.0,0.0,0,14
24807,2024-05-27,737,DCA,D ,FULLY SPOILED,11.19,11.18,2,2,11,74,3,5,0,0,12,DCA-MIA-MCO-DCA-TPA-DCA,Starts15:30,1606-2803-2940-467-1944,15,2025-11-06 21:57:37.430,15:30,2024-05-27 15:30:00,2024-05-27 20:30:00,2024-05-27 19:52:00,9.993753,0.0,0.0,0.0,1,15
8948,2024-05-27,320,PHL,I ,FULLY SPOILED,16.68,16.68,3,3,16,78,3,8,0,0,14,PHL-CVG-PHL-PVD-CLT-IAH-CLT-PBI-PHL,Starts15:46,2015-2015-349-1877-745-744-1951-2071,15,2025-11-06 21:57:37.430,15:46,2024-05-27 15:46:00,2024-05-27 20:46:00,2024-05-27 19:54:00,9.993753,0.0,0.0,0.0,1,15
19633,2024-05-28,737,DFW,I ,NOT SPOILED,12.12,,2,2,12,165,2,4,0,0,24,DFW-MIA-GUA-MIA-DFW,Starts5:0,1042-2241-1258-1219,5,2025-11-06 21:57:37.430,5:0,2024-05-28 05:00:00,2024-05-28 11:00:00,2024-05-28 10:55:00,3.997377,0.0,0.0,0.0,0,5
18417,2024-05-28,320,LGA,D ,NOT SPOILED,12.14,,2,2,12,75,3,6,0,0,18,LGA-DCA-RSW-DCA-ORD-BOS-LGA,Starts6:15,968-2019-2019-978-2737-1686,6,2025-11-06 21:57:37.430,6:15,2024-05-28 06:15:00,2024-05-28 11:15:00,2024-05-28 10:51:00,9.993753,0.0,0.0,0.0,0,6
28220,2024-05-28,737,ORD,D ,NOT SPOILED,4.67,,1,1,4,121,2,2,0,0,0,ORD-LGA-ORD,Starts6:0,327-327,6,2025-11-06 21:57:37.430,6:0,2024-05-28 06:00:00,2024-05-28 12:00:00,2024-05-28 12:00:00,9.936,0.0,0.0,0.0,0,6
26804,2024-05-28,737,LGA,D ,FULLY SPOILED,15.79,15.78,3,3,15,110,2,6,0,0,16,LGA-ORD-ABQ-DFW-SDF-DFW-LGA,Starts7:30,660-1328-2335-1321-835-2698,7,2025-11-06 21:57:37.430,7:30,2024-05-28 07:30:00,2024-05-28 12:30:00,2024-05-28 12:00:00,9.936,0.585,0.0,0.0,1,7
19646,2024-05-28,737,DFW,I ,NOT SPOILED,10.07,,2,2,10,142,2,4,0,0,16,DFW-ORD-DEN-ORD-DFW,Starts7:3,1443-1624-2771-1290,7,2025-11-06 21:57:37.430,7:3,2024-05-28 07:03:00,2024-05-28 13:03:00,2024-05-28 12:48:00,9.993753,0.0,0.0,0.0,0,7
20974,2024-05-28,737,DFW,I ,PARTIALLY SPOILED,16.2,3.58,3,3,16,111,3,7,0,0,16,DFW-BNA-DFW-TYS-DFW-BNA-PHL-DFW,Starts7:4,1103-1103-2693-2692-1396-2809-1971,7,2025-11-06 21:57:37.430,7:4,2024-05-28 07:04:00,2024-05-28 13:04:00,2024-05-28 12:48:00,9.993753,0.0,0.0,0.0,1,7
22635,2024-05-28,737,MIA,I ,FULLY SPOILED,16.37,16.37,3,3,16,77,3,7,0,0,17,MIA-IAH-DFW-PHL-BNA-MIA-STI-MIA,Starts8:15,2451-2442-856-868-1139-1821-1821,8,2025-11-06 21:57:37.430,8:15,2024-05-28 08:15:00,2024-05-28 13:15:00,2024-05-28 12:53:00,9.993753,0.0,0.0,0.0,1,8
5994,2024-05-28,320,DFW,I ,PARTIALLY SPOILED,16.81,13.93,3,3,16,170,2,5,0,0,14,DFW-MIA-PHL-CUN-PHL-DFW,Starts7:22,1702-581-1262-2175-771,7,2025-11-06 21:57:37.430,7:22,2024-05-28 07:22:00,2024-05-28 13:22:00,2024-05-28 12:48:00,9.993753,0.0,0.0,0.0,1,7
28225,2024-05-28,737,ORD,D ,FULLY SPOILED,16.7,16.7,3,3,16,87,3,7,0,0,17,ORD-CLT-CLE-DFW-MSP-ORD-PBI-ORD,Starts7:30,944-1535-1229-2147-2885-331-331,7,2025-11-06 21:57:37.430,7:30,2024-05-28 07:30:00,2024-05-28 13:30:00,2024-05-28 12:51:00,9.993753,0.0,0.0,0.0,1,7
6451,2024-05-28,320,DFW,I ,PARTIALLY SPOILED,16.98,11.22,3,3,16,121,3,6,0,0,15,DFW-CUN-DFW-DEN-DFW-SMF-DFW,Starts8:17,1190-1068-1322-1067-2078-1544,8,2025-11-06 21:57:37.430,8:17,2024-05-28 08:17:00,2024-05-28 14:17:00,2024-05-28 13:48:00,1.998999,0.0,0.0,0.0,1,8
20982,2024-05-28,737,DFW,I ,FULLY SPOILED,16.39,16.4,3,3,16,86,3,7,0,0,17,DFW-TQO-DFW-MEM-DFW-MSY-MIA-DFW,Starts8:20,159-159-2873-1827-1848-867-1287,8,2025-11-06 21:57:37.430,8:20,2024-05-28 08:20:00,2024-05-28 14:20:00,2024-05-28 13:48:00,1.998999,0.0,0.0,0.0,1,8
19699,2024-05-28,737,DFW,I ,PARTIALLY SPOILED,15.63,8.15,3,3,15,95,3,6,0,0,17,DFW-PVR-DFW-OMA-ORD-CUN-DFW,Starts8:24,353-353-2466-1754-492-316,8,2025-11-06 21:57:37.430,8:24,2024-05-28 08:24:00,2024-05-28 14:24:00,2024-05-28 13:48:00,1.998999,0.0,0.0,0.0,1,8
